event,pTHat,pythiaWeight,manualBias,manualWeight
0,1.59455,1,1,1
1,3.21547,1,1,1
2,7.95039,1,1,1
3,1.57613,1,1,1
4,1.28154,1,1,1
5,1.63232,1,1,1
6,1.35423,1,1,1
7,1.97792,1,1,1
8,3.2709,1,1,1
9,1.24352,1,1,1
10,1.58719,1,1,1
11,1.83883,1,1,1
12,3.06525,1,1,1
13,1.07533,1,1,1
14,1.42868,1,1,1
15,1.73883,1,1,1
16,1.47011,1,1,1
17,1.54225,1,1,1
18,1.3568,1,1,1
19,1.04886,1,1,1
20,2.08107,1,1,1
21,1.0046,1,1,1
22,2.22754,1,1,1
23,2.65811,1,1,1
24,1.90214,1,1,1
25,1.16992,1,1,1
26,2.83149,1,1,1
27,1.03448,1,1,1
28,2.20831,1,1,1
29,2.99878,1,1,1
30,1.6302,1,1,1
31,1.59962,1,1,1
32,1.07057,1.17881,1,1.17881
33,2.41397,1,1,1
34,1.17575,1,1,1
35,1.48983,1,1,1
36,1.06756,1,1,1
37,1.44773,1,1,1
38,1.05132,1,1,1
39,1.14352,1,1,1
40,2.08025,1,1,1
41,2.01627,1,1,1
42,1.36405,1,1,1
43,1.68299,1,1,1
44,1.36501,1,1,1
45,1.4223,1,1,1
46,1.46833,1,1,1
47,1.26419,1,1,1
48,1.65946,1,1,1
49,1.53177,1,1,1
50,1.64706,1,1,1
51,2.14754,1,1,1
52,2.71609,1,1,1
53,2.35703,1,1,1
54,1.03924,1.05249,1,1.05249
55,1.44554,1,1,1
56,1.07942,1,1,1
57,3.4793,1,1,1
58,1.09448,1.0879,1,1.0879
59,1.23933,1,1,1
60,2.90656,1,1,1
61,1.3013,1,1,1
62,1.33955,1,1,1
63,1.37686,1,1,1
64,1.27084,1,1,1
65,1.13778,1,1,1
66,1.76848,1,1,1
67,1.80357,1,1,1
68,2.10135,1,1,1
69,4.4841,1,1,1
70,1.49236,1,1,1
71,1.42513,1,1,1
72,1.43939,1,1,1
73,1.77712,1,1,1
74,2.01634,1,1,1
75,2.91398,1,1,1
76,1.09274,1,1,1
77,2.47533,1,1,1
78,2.08781,1,1,1
79,1.0847,1,1,1
80,1.95512,1,1,1
81,3.33437,1,1,1
82,2.02684,1,1,1
83,1.73654,1,1,1
84,10.1631,1,1,1
85,1.35977,1,1,1
86,4.38034,1,1,1
87,1.67869,1,1,1
88,1.50853,1,1,1
89,1.32085,1,1,1
90,2.7269,1,1,1
91,1.4024,1,1,1
92,3.82922,1,1,1
93,1.95293,1,1,1
94,1.23112,1,1,1
95,1.21471,1,1,1
96,1.28915,1,1,1
97,1.38414,1,1,1
98,1.95847,1,1,1
99,1.40976,1,1,1
100,1.96413,1,1,1
101,1.08848,1,1,1
102,1.74213,1,1,1
103,1.16965,1.06276,1,1.06276
104,2.79967,1,1,1
105,5.59482,1,1,1
106,3.34459,1,1,1
107,1.19209,1,1,1
108,1.01677,1,1,1
109,1.54642,1,1,1
110,2.08703,1,1,1
111,3.23876,1,1,1
112,1.9469,1,1,1
113,1.12438,1,1,1
114,1.97379,1,1,1
115,1.82226,1,1,1
116,1.87322,1,1,1
117,1.62683,1,1,1
118,1.33162,1,1,1
119,1.37707,1,1,1
120,1.15567,1,1,1
121,1.11041,1,1,1
122,2.1623,1,1,1
123,1.4983,1,1,1
124,1.10952,1,1,1
125,1.08673,1,1,1
126,4.75509,1,1,1
127,1.01873,1,1,1
128,1.01705,1,1,1
129,1.54675,1,1,1
130,1.29711,1,1,1
131,1.04458,1,1,1
132,1.25419,1,1,1
133,2.7725,1,1,1
134,1.09776,1,1,1
135,1.30494,1,1,1
136,1.85023,1,1,1
137,2.93255,1,1,1
138,2.08408,1,1,1
139,3.95379,1,1,1
140,8.42302,1,1,1
141,1.62196,1,1,1
142,1.3144,1,1,1
143,3.18202,1,1,1
144,3.01474,1,1,1
145,1.06439,1,1,1
146,4.08519,1,1,1
147,5.63408,1,1,1
148,2.72732,1,1,1
149,1.43643,1,1,1
150,1.88235,1,1,1
151,1.89425,1,1,1
152,1.09906,1,1,1
153,1.97917,1,1,1
154,5.70046,1,1,1
155,2.26308,1,1,1
156,1.48507,1,1,1
157,2.18384,1,1,1
158,2.68577,1,1,1
159,1.22042,1,1,1
160,1.31773,1,1,1
161,2.04458,1,1,1
162,1.75498,1,1,1
163,4.18066,1,1,1
164,1.15404,1,1,1
165,1.6787,1,1,1
166,1.3552,1,1,1
167,5.51727,1,1,1
168,1.64802,1,1,1
169,1.42201,1,1,1
170,1.64285,1,1,1
171,1.63113,1,1,1
172,1.93204,1,1,1
173,2.0433,1,1,1
174,1.92738,1,1,1
175,2.17466,1,1,1
176,1.57568,1,1,1
177,1.16647,1,1,1
178,1.68098,1,1,1
179,1.45938,1,1,1
180,1.60438,1,1,1
181,1.30229,1,1,1
182,2.04646,1,1,1
183,1.46678,1,1,1
184,5.17866,1,1,1
185,1.95535,1,1,1
186,1.4979,1,1,1
187,1.00724,1,1,1
188,2.89202,1,1,1
189,3.70378,1,1,1
190,2.9055,1,1,1
191,2.00314,1,1,1
192,1.78646,1,1,1
193,1.32458,1,1,1
194,1.42485,1,1,1
195,1.28719,1,1,1
196,1.71919,1,1,1
197,2.45176,1,1,1
198,1.94108,1,1,1
199,4.01175,1,1,1
