event,pTHat,pythiaWeight,manualBias,manualWeight
0,1.28286,1,1,1
1,2.27535,1,1,1
2,2.08919,1,1,1
3,1.77811,1,1,1
4,1.67939,1,1,1
5,1.30928,1,1,1
6,2.631,1,1,1
7,2.20906,1,1,1
8,1.24273,1,1,1
9,2.87576,1,1,1
10,1.4368,1,1,1
11,1.99282,1,1,1
12,1.04479,1,1,1
13,1.43817,1,1,1
14,1.85209,1,1,1
15,1.15581,1,1,1
16,1.91335,1,1,1
17,1.31182,1,1,1
18,1.80104,1,1,1
19,3.68179,1,1,1
20,2.49984,1,1,1
21,2.37325,1,1,1
22,4.09082,1,1,1
23,1.53033,1,1,1
24,2.13138,1,1,1
25,2.31099,1,1,1
26,2.56077,1,1,1
27,15.0694,1,2.75565,0.36289
28,2.53828,1,1,1
29,2.66336,1,1,1
30,1.17695,1,1,1
31,1.09286,1,1,1
32,2.5582,1,1,1
33,3.12677,1,1,1
34,2.0573,1,1,1
35,1.1055,1,1,1
36,2.55328,1,1,1
37,2.24738,1,1,1
38,1.73899,1,1,1
39,1.59073,1,1,1
40,2.09476,1,1,1
41,1.7823,1,1,1
42,1.66857,1,1,1
43,1.44475,1,1,1
44,9.63782,1,1,1
45,1.49594,1,1,1
46,2.01337,1,1,1
47,1.69867,1,1,1
48,1.01801,1,1,1
49,1.19991,1,1,1
50,1.25151,1,1,1
51,9.52866,1,1,1
52,6.19585,1,1,1
53,1.0858,1,1,1
54,1.99911,1,1,1
55,2.52926,1,1,1
56,1.76884,1,1,1
57,1.04896,1,1,1
58,1.10965,1,1,1
59,1.42039,1,1,1
60,3.0838,1,1,1
61,1.16781,1,1,1
62,1.49969,1,1,1
63,4.14541,1,1,1
64,1.07155,1,1,1
65,1.282,1,1,1
66,1.2633,1,1,1
67,1.19933,1,1,1
68,1.26645,1,1,1
69,1.10044,1,1,1
70,1.1359,1,1,1
71,1.34101,1,1,1
72,1.06358,1,1,1
73,1.69193,1,1,1
74,1.57503,1,1,1
75,2.37766,1,1,1
76,1.25681,1,1,1
77,1.04437,1,1,1
78,1.92124,1,1,1
79,26.5452,1,6.1882,0.161598
80,1.05929,1.16648,1,1.16648
81,2.08352,1,1,1
82,1.65844,1,1,1
83,1.97418,1,1,1
84,1.30389,1,1,1
85,2.40157,1,1,1
86,1.416,1,1,1
87,1.9246,1,1,1
88,2.48949,1,1,1
89,3.15895,1,1,1
90,2.58041,1,1,1
91,2.15699,1,1,1
92,1.59597,1,1,1
93,1.27919,1,1,1
94,8.77545,1,1,1
95,1.62395,1,1,1
96,1.48804,1,1,1
97,1.45068,1,1,1
98,1.21404,1,1,1
99,1.55446,1,1,1
100,3.16061,1,1,1
101,1.71253,1,1,1
102,3.22589,1,1,1
103,1.74572,1,1,1
104,1.1434,1,1,1
105,1.71178,1,1,1
106,1.65206,1,1,1
107,1.22183,1,1,1
108,1.24506,1,1,1
109,1.1165,1,1,1
110,1.13431,1,1,1
111,1.68949,1,1,1
112,1.5037,1,1,1
113,1.22005,1,1,1
114,3.88435,1,1,1
115,1.68587,1,1,1
116,3.11881,1,1,1
117,1.16974,1,1,1
118,1.13107,1,1,1
119,1.13296,1,1,1
120,1.23686,1,1,1
121,1.35154,1,1,1
122,2.10562,1,1,1
123,1.16024,1,1,1
124,2.00353,1,1,1
125,2.47562,1,1,1
126,1.5051,1,1,1
127,1.12783,1,1,1
128,1.31826,1,1,1
129,3.48402,1,1,1
130,2.25077,1,1,1
131,1.54958,1,1,1
132,3.02747,1,1,1
133,1.13658,1,1,1
134,3.14589,1,1,1
135,1.59804,1,1,1
136,2.16222,1,1,1
137,1.79593,1,1,1
138,1.2818,1,1,1
139,1.18018,1,1,1
140,1.04914,1,1,1
141,1.42925,1,1,1
142,1.32493,1,1,1
143,1.63549,1,1,1
144,2.00582,1,1,1
145,3.47367,1,1,1
146,1.63101,1,1,1
147,1.32783,1,1,1
148,2.07952,1,1,1
149,1.26928,1,1,1
150,1.61959,1,1,1
151,1.72612,1,1,1
152,1.2143,1,1,1
153,1.61425,1,1,1
154,1.06467,1,1,1
155,1.38454,1,1,1
156,2.26374,1,1,1
157,1.78913,1,1,1
158,1.26535,1,1,1
159,1.67637,1,1,1
160,2.01875,1,1,1
161,2.41001,1,1,1
162,2.4173,1,1,1
163,2.13336,1,1,1
164,1.53564,1,1,1
165,1.66026,1,1,1
166,3.27236,1,1,1
167,1.7418,1,1,1
168,2.64982,1,1,1
169,2.14777,1,1,1
170,1.39787,1,1,1
171,1.14462,1.15172,1,1.15172
172,1.71335,1,1,1
173,1.44584,1,1,1
174,1.49728,1,1,1
175,5.18905,1,1,1
176,2.72305,1,1,1
177,2.6759,1,1,1
178,1.08364,1,1,1
179,1.86477,1,1,1
180,1.60156,1,1,1
181,3.7872,1,1,1
182,1.20343,1,1,1
183,1.13478,1,1,1
184,2.2072,1,1,1
185,2.09915,1,1,1
186,1.43514,1,1,1
187,4.29554,1,1,1
188,1.76328,1,1,1
189,1.67609,1,1,1
190,1.4178,1,1,1
191,1.18435,1,1,1
192,6.91006,1,1,1
193,2.59861,1,1,1
194,1.08864,1,1,1
195,1.14029,1,1,1
196,2.02103,1,1,1
197,1.00573,1,1,1
198,2.16109,1,1,1
199,1.93177,1,1,1
