event,pTHat,pythiaWeight,manualBias,manualWeight
0,1.57082,1,1,1
1,1.3119,1,1,1
2,1.92791,1,1,1
3,1.7814,1,1,1
4,1.2176,1,1,1
5,2.41409,1,1,1
6,1.88919,1,1,1
7,1.79026,1,1,1
8,4.32274,1,1,1
9,1.06169,1,1,1
10,1.26999,1,1,1
11,1.3246,1,1,1
12,1.13699,1,1,1
13,1.02644,1,1,1
14,1.80657,1,1,1
15,3.70318,1,1,1
16,2.23287,1,1,1
17,1.65912,1,1,1
18,1.09934,1,1,1
19,1.63676,1,1,1
20,1.75545,1,1,1
21,3.34038,1,1,1
22,2.39659,1,1,1
23,2.03382,1,1,1
24,1.17831,1,1,1
25,1.45479,1,1,1
26,3.05368,1,1,1
27,2.50734,1,1,1
28,1.00862,1,1,1
29,1.2961,1,1,1
30,1.20797,1,1,1
31,4.13692,1,1,1
32,1.70948,1,1,1
33,1.43781,1,1,1
34,1.17602,1,1,1
35,2.85336,1,1,1
36,4.8506,1,1,1
37,1.54864,1,1,1
38,1.55823,1,1,1
39,1.0449,1,1,1
40,1.77053,1,1,1
41,2.48991,1,1,1
42,1.05289,1,1,1
43,2.13931,1,1,1
44,1.72758,1,1,1
45,3.07245,1,1,1
46,3.89689,1,1,1
47,1.71467,1,1,1
48,1.51041,1,1,1
49,2.1813,1,1,1
50,1.15106,1,1,1
51,1.94062,1,1,1
52,1.28196,1,1,1
53,1.09184,1,1,1
54,1.49802,1,1,1
55,2.06834,1,1,1
56,1.00901,1,1,1
57,1.82353,1,1,1
58,2.66888,1,1,1
59,1.26692,1,1,1
60,1.02514,1,1,1
61,1.17355,1,1,1
62,1.22249,1,1,1
63,1.94314,1,1,1
64,1.17076,1,1,1
65,2.56385,1,1,1
66,2.07291,1,1,1
67,1.95584,1,1,1
68,1.09035,1,1,1
69,1.0112,1,1,1
70,2.83093,1,1,1
71,1.12387,1,1,1
72,5.30083,1,1,1
73,1.71013,1,1,1
74,2.44614,1,1,1
75,1.14539,1,1,1
76,1.09768,1,1,1
77,2.56299,1,1,1
78,1.24496,1,1,1
79,2.61837,1,1,1
80,1.84795,1,1,1
81,1.29916,1,1,1
82,1.01797,1,1,1
83,1.09686,1,1,1
84,1.61545,1,1,1
85,2.30736,1,1,1
86,3.81096,1,1,1
87,1.73048,1,1,1
88,1.03021,1,1,1
89,1.20043,1,1,1
90,1.58316,1,1,1
91,1.15929,1,1,1
92,1.0294,1,1,1
93,5.29309,1,1,1
94,5.57144,1,1,1
95,2.32139,1,1,1
96,1.54496,1,1,1
97,3.59553,1,1,1
98,1.68642,1,1,1
99,1.2244,1,1,1
100,2.25814,1,1,1
101,2.33657,1,1,1
102,2.39393,1,1,1
103,1.52903,1,1,1
104,1.83596,1,1,1
105,2.70735,1,1,1
106,1.1835,1,1,1
107,1.99641,1,1,1
108,1.1509,1,1,1
109,1.07464,1,1,1
110,1.44715,1,1,1
111,1.84603,1,1,1
112,1.41929,1,1,1
113,1.48333,1,1,1
114,1.33276,1,1,1
115,2.32849,1,1,1
116,1.19482,1,1,1
117,3.2387,1,1,1
118,2.98445,1,1,1
119,1.47117,1,1,1
120,2.77345,1,1,1
121,1.08705,1,1,1
122,2.08571,1,1,1
123,1.21002,1,1,1
124,1.63195,1,1,1
125,1.05113,1,1,1
126,1.27979,1,1,1
127,1.45379,1,1,1
128,1.61533,1,1,1
129,1.68637,1,1,1
130,1.43101,1,1,1
131,1.19117,1,1,1
132,1.16722,1,1,1
133,1.192,1,1,1
134,1.90604,1,1,1
135,5.84405,1,1,1
136,1.37068,1,1,1
137,1.74328,1,1,1
138,1.8349,1,1,1
139,1.69245,1,1,1
140,1.18582,1,1,1
141,1.91324,1,1,1
142,1.87226,1,1,1
143,1.03292,1,1,1
144,2.752,1,1,1
145,1.00144,1,1,1
146,1.31275,1,1,1
147,3.08562,1,1,1
148,1.35905,1,1,1
149,1.19418,1,1,1
150,2.22796,1,1,1
151,1.97802,1,1,1
152,1.38844,1,1,1
153,1.77996,1,1,1
154,1.18618,1,1,1
155,1.10367,1,1,1
156,1.29624,1,1,1
157,1.10695,1,1,1
158,1.08758,1,1,1
159,1.53565,1,1,1
160,3.11753,1,1,1
161,2.16474,1,1,1
162,1.06131,1,1,1
163,1.05188,1,1,1
164,1.57916,1,1,1
165,1.16969,1,1,1
166,1.86217,1,1,1
167,1.68146,1,1,1
168,3.44887,1,1,1
169,1.58046,1,1,1
170,1.42088,1,1,1
171,1.26579,1,1,1
172,2.79961,1,1,1
173,4.56113,1,1,1
174,3.60864,1,1,1
175,1.03373,1,1,1
176,1.73824,1,1,1
177,1.01437,1,1,1
178,1.50092,1,1,1
179,3.40512,1,1,1
180,2.13364,1,1,1
181,2.47645,1,1,1
182,1.60633,1,1,1
183,1.07093,1,1,1
184,1.13114,1,1,1
185,7.47956,1,1,1
186,0.999448,1,1,1
187,2.84049,1,1,1
188,2.32927,1,1,1
189,1.33996,1,1,1
190,2.40142,1,1,1
191,1.30017,1,1,1
192,2.86378,1,1,1
193,2.84546,1,1,1
194,2.11848,1,1,1
195,1.44568,1,1,1
196,2.77621,1,1,1
197,1.72336,1,1,1
198,1.409,1,1,1
199,1.48067,1,1,1
