event,pTHat,pythiaWeight,manualBias,manualWeight
0,1.03684,1,1,1
1,1.16199,1,1,1
2,1.11508,1,1,1
3,1.14396,1,1,1
4,1.11535,1,1,1
5,1.53205,1,1,1
6,1.69875,1,1,1
7,1.95518,1,1,1
8,1.15845,1,1,1
9,1.02391,1,1,1
10,2.52928,1,1,1
11,1.55325,1,1,1
12,1.05598,1,1,1
13,1.20166,1,1,1
14,2.46006,1,1,1
15,2.73586,1,1,1
16,1.23988,1,1,1
17,1.0202,1,1,1
18,1.55536,1,1,1
19,2.10749,1,1,1
20,1.8764,1,1,1
21,1.50324,1,1,1
22,2.49666,1,1,1
23,1.25045,1,1,1
24,3.48974,1,1,1
25,3.30865,1,1,1
26,1.49913,1,1,1
27,1.30114,1,1,1
28,3.16681,1,1,1
29,1.36488,1,1,1
30,4.123,1,1,1
31,1.13538,1,1,1
32,2.33911,1,1,1
33,1.49937,1,1,1
34,2.47409,1,1,1
35,1.79438,1,1,1
36,3.73651,1,1,1
37,1.78524,1,1,1
38,1.80898,1,1,1
39,2.34742,1,1,1
40,2.42503,1,1,1
41,1.5681,1,1,1
42,1.55444,1,1,1
43,1.57735,1,1,1
44,1.58617,1,1,1
45,1.2211,1,1,1
46,1.18409,1,1,1
47,3.01239,1,1,1
48,1.22187,1,1,1
49,2.34352,1,1,1
50,1.42428,1,1,1
51,1.61999,1,1,1
52,1.29298,1,1,1
53,1.42027,1,1,1
54,1.26475,1,1,1
55,1.45794,1,1,1
56,1.01415,1,1,1
57,1.41728,1,1,1
58,7.98836,1,1,1
59,3.5823,1,1,1
60,2.03299,1,1,1
61,3.37317,1,1,1
62,1.91746,1,1,1
63,2.32699,1,1,1
64,1.88479,1,1,1
65,1.59743,1,1,1
66,4.70327,1,1,1
67,2.01616,1,1,1
68,1.00081,1.20872,1,1.20872
69,1.73301,1,1,1
70,1.12505,1,1,1
71,2.35697,1,1,1
72,1.70597,1,1,1
73,1.11726,1,1,1
74,1.15116,1,1,1
75,1.33558,1,1,1
76,6.14231,1,1,1
77,1.15969,1,1,1
78,2.19295,1,1,1
79,2.11476,1,1,1
80,1.20955,1,1,1
81,2.65771,1,1,1
82,1.68305,1,1,1
83,1.06364,1,1,1
84,2.03941,1,1,1
85,2.3149,1,1,1
86,1.21034,1,1,1
87,3.52698,1,1,1
88,2.52767,1,1,1
89,1.16737,1,1,1
90,1.24246,1,1,1
91,4.47787,1,1,1
92,1.59819,1,1,1
93,1.12603,1,1,1
94,1.61491,1,1,1
95,4.70536,1,1,1
96,2.26593,1,1,1
97,1.28414,1,1,1
98,1.51162,1,1,1
99,1.4132,1,1,1
100,1.50163,1,1,1
101,1.60552,1,1,1
102,1.02241,1,1,1
103,2.13456,1,1,1
104,1.02115,1,1,1
105,1.01908,1,1,1
106,1.69945,1,1,1
107,2.17568,1,1,1
108,1.62852,1,1,1
109,1.3963,1,1,1
110,1.06023,1,1,1
111,1.00906,1.15591,1,1.15591
112,1.15608,1,1,1
113,1.38446,1,1,1
114,1.30627,1,1,1
115,2.06172,1,1,1
116,1.84468,1,1,1
117,2.23509,1,1,1
118,1.62093,1,1,1
119,0.999024,1,1,1
120,3.73672,1,1,1
121,2.20164,1,1,1
122,1.16824,1,1,1
123,2.03835,1,1,1
124,1.0907,1,1,1
125,1.22149,1,1,1
126,1.77123,1,1,1
127,2.39337,1,1,1
128,1.69177,1,1,1
129,1.3943,1,1,1
130,1.69823,1,1,1
131,1.3103,1,1,1
132,1.10311,1,1,1
133,2.2986,1,1,1
134,1.53915,1,1,1
135,3.18854,1,1,1
136,1.52283,1,1,1
137,1.11321,1,1,1
138,1.76602,1,1,1
139,1.06056,1,1,1
140,1.34568,1,1,1
141,1.15821,1,1,1
142,1.12361,1,1,1
143,1.68128,1,1,1
144,1.00232,1,1,1
145,3.62004,1,1,1
146,2.43752,1,1,1
147,1.71251,1,1,1
148,3.4452,1,1,1
149,1.58176,1,1,1
150,1.16192,1,1,1
151,7.49721,1,1,1
152,1.35853,1,1,1
153,1.11848,1,1,1
154,1.18463,1,1,1
155,2.21483,1,1,1
156,5.57742,1,1,1
157,1.02777,1.17531,1,1.17531
158,1.68426,1,1,1
159,1.01339,1,1,1
160,1.21084,1,1,1
161,1.56704,1,1,1
162,2.77242,1,1,1
163,1.09751,1,1,1
164,1.98673,1,1,1
165,1.06033,1,1,1
166,2.19181,1,1,1
167,1.85601,1,1,1
168,1.84379,1,1,1
169,1.00588,1,1,1
170,2.58725,1,1,1
171,1.55358,1,1,1
172,1.68228,1,1,1
173,3.20051,1,1,1
174,1.03133,1,1,1
175,2.50944,1,1,1
176,5.87525,1,1,1
177,3.62308,1,1,1
178,1.20689,1,1,1
179,4.62756,1,1,1
180,1.56074,1,1,1
181,1.50155,1,1,1
182,2.18669,1,1,1
183,1.75153,1,1,1
184,1.19358,1,1,1
185,1.99548,1,1,1
186,1.19463,1,1,1
187,1.56483,1,1,1
188,2.06202,1,1,1
189,3.07766,1,1,1
190,1.07504,1,1,1
191,1.23493,1,1,1
192,3.89393,1,1,1
193,2.13086,1,1,1
194,6.55098,1,1,1
195,2.48277,1,1,1
196,2.57128,1,1,1
197,1.30349,1,1,1
198,3.4813,1,1,1
199,1.84854,1,1,1
