event,pTHat,pythiaWeight,manualBias,manualWeight
0,1.49013,1,1,1
1,1.15119,1,1,1
2,1.82056,1,1,1
3,1.02656,1,1,1
4,1.21053,1,1,1
5,1.97043,1,1,1
6,1.90342,1,1,1
7,1.53361,1,1,1
8,2.05318,1,1,1
9,1.71429,1,1,1
10,2.25876,1,1,1
11,9.21688,1,1,1
12,1.71914,1,1,1
13,1.14079,1,1,1
14,1.04129,1,1,1
15,1.46059,1,1,1
16,1.82712,1,1,1
17,1.47261,1,1,1
18,1.70619,1,1,1
19,5.302,1,1,1
20,1.99808,1,1,1
21,2.10333,1,1,1
22,1.90914,1,1,1
23,1.51192,1,1,1
24,2.24619,1,1,1
25,17.0829,1,1,1
26,2.59054,1,1,1
27,2.64152,1,1,1
28,1.35963,1,1,1
29,1.88175,1,1,1
30,11.0259,1,1,1
31,1.81624,1,1,1
32,1.1487,1,1,1
33,2.9786,1,1,1
34,1.36731,1,1,1
35,1.77271,1,1,1
36,1.16506,1,1,1
37,2.80344,1,1,1
38,2.8079,1,1,1
39,2.04875,1,1,1
40,1.23203,1,1,1
41,1.26413,1,1,1
42,1.67746,1,1,1
43,1.12231,1,1,1
44,1.22669,1,1,1
45,2.67574,1,1,1
46,2.21412,1,1,1
47,1.12019,1,1,1
48,1.38078,1,1,1
49,1.4039,1,1,1
50,1.38486,1,1,1
51,6.05582,1,1,1
52,1.28409,1,1,1
53,4.69812,1,1,1
54,1.33033,1,1,1
55,1.75701,1,1,1
56,1.26863,1,1,1
57,1.68906,1,1,1
58,1.55385,1,1,1
59,1.17747,1,1,1
60,2.13245,1,1,1
61,4.29216,1,1,1
62,2.32549,1,1,1
63,1.88504,1,1,1
64,2.15314,1,1,1
65,2.56948,1,1,1
66,1.83018,1,1,1
67,2.86195,1,1,1
68,5.0097,1,1,1
69,5.34414,1,1,1
70,3.40202,1,1,1
71,2.29536,1,1,1
72,3.23519,1,1,1
73,1.60593,1,1,1
74,1.10765,1,1,1
75,1.05479,1,1,1
76,1.18502,1,1,1
77,1.42208,1,1,1
78,1.28576,1,1,1
79,1.38162,1,1,1
80,3.20497,1,1,1
81,1.46508,1,1,1
82,1.89846,1,1,1
83,2.5889,1,1,1
84,1.33879,1,1,1
85,1.2059,1,1,1
86,1.12473,1,1,1
87,2.01426,1,1,1
88,2.61785,1,1,1
89,2.13796,1,1,1
90,1.37461,1,1,1
91,1.0919,1,1,1
92,6.14153,1,1,1
93,1.65817,1,1,1
94,2.02492,1,1,1
95,2.4052,1,1,1
96,1.2709,1,1,1
97,1.24572,1,1,1
98,1.51833,1,1,1
99,2.35178,1,1,1
100,1.01822,1,1,1
101,1.00522,1,1,1
102,1.07713,1,1,1
103,1.8958,1,1,1
104,1.84163,1,1,1
105,1.67909,1,1,1
106,1.65407,1,1,1
107,1.78299,1,1,1
108,5.14084,1,1,1
109,3.82178,1,1,1
110,9.28251,1,1,1
111,1.59559,1,1,1
112,1.71442,1,1,1
113,1.14883,1,1,1
114,1.58533,1,1,1
115,1.26269,1,1,1
116,1.12108,1,1,1
117,2.55847,1,1,1
118,1.09139,1,1,1
119,2.69177,1,1,1
120,2.663,1,1,1
121,1.41755,1,1,1
122,1.29487,1,1,1
123,5.21426,1,1,1
124,1.78558,1,1,1
125,1.849,1,1,1
126,1.5795,1,1,1
127,2.11991,1,1,1
128,4.95496,1,1,1
129,1.07387,1,1,1
130,1.49647,1,1,1
131,2.4545,1,1,1
132,1.84661,1,1,1
133,2.25637,1,1,1
134,2.60767,1,1,1
135,1.5659,1,1,1
136,1.75069,1,1,1
137,2.10238,1,1,1
138,3.48628,1,1,1
139,1.06115,1,1,1
140,2.06825,1,1,1
141,2.87786,1,1,1
142,1.21253,1,1,1
143,1.21863,1,1,1
144,2.47462,1,1,1
145,2.29571,1,1,1
146,1.86833,1,1,1
147,2.30697,1,1,1
148,1.00619,1,1,1
149,2.92166,1,1,1
150,1.17611,1,1,1
151,0.76371,1,1,1
152,2.04868,1,1,1
153,1.09233,1,1,1
154,1.93315,1,1,1
155,2.84913,1,1,1
156,1.23474,1,1,1
157,1.69648,1,1,1
158,3.23282,1,1,1
159,1.10901,1,1,1
160,1.63446,1,1,1
161,1.61318,1,1,1
162,1.208,1,1,1
163,1.03859,1.10404,1,1.10404
164,2.26996,1,1,1
165,1.55107,1,1,1
166,1.24338,1,1,1
167,4.25141,1,1,1
168,7.08461,1,1,1
169,1.25162,1,1,1
170,1.11549,1,1,1
171,2.00157,1,1,1
172,1.96077,1,1,1
173,2.87432,1,1,1
174,2.08526,1,1,1
175,3.45988,1,1,1
176,1.04596,1,1,1
177,1.03068,1,1,1
178,4.11003,1,1,1
179,0.998395,1.23313,1,1.23313
180,1.16124,1,1,1
181,1.06766,1,1,1
182,1.04992,1,1,1
183,4.12318,1,1,1
184,2.70768,1,1,1
185,4.27457,1,1,1
186,3.87146,1,1,1
187,1.58173,1,1,1
188,3.63348,1,1,1
189,1.3585,1,1,1
190,3.90838,1,1,1
191,5.22395,1,1,1
192,1.55951,1,1,1
193,1.0288,1,1,1
194,1.43306,1,1,1
195,2.1906,1,1,1
196,2.07575,1,1,1
197,1.20684,1,1,1
198,1.97584,1,1,1
199,1.22259,1,1,1
