event,pTHat,pythiaWeight,manualBias,manualWeight
0,3.22056,1,1,1
1,1.72544,1,1,1
2,1.34083,1,1,1
3,2.23407,1,1,1
4,2.63673,1,1,1
5,1.37287,1,1,1
6,0.997975,1,1,1
7,1.03528,1,1,1
8,1.26216,1,1,1
9,1.34017,1,1,1
10,2.46335,1,1,1
11,2.84197,1,1,1
12,1.026,1,1,1
13,1.33888,1,1,1
14,1.31198,1,1,1
15,1.04337,1,1,1
16,1.3489,1,1,1
17,1.46121,1,1,1
18,1.23001,1,1,1
19,1.38724,1,1,1
20,2.40142,1,1,1
21,2.8803,1,1,1
22,2.26788,1,1,1
23,2.19316,1,1,1
24,1.04154,1,1,1
25,2.3863,1,1,1
26,1.70634,1,1,1
27,1.04489,1,1,1
28,1.15502,1,1,1
29,1.03643,1,1,1
30,1.23614,1,1,1
31,3.86122,1,1,1
32,3.80531,1,1,1
33,1.74546,1,1,1
34,1.08076,1,1,1
35,1.42205,1,1,1
36,2.00674,1,1,1
37,1.8929,1,1,1
38,1.43048,1,1,1
39,3.36091,1,1,1
40,1.5025,1,1,1
41,2.59939,1,1,1
42,1.56684,1,1,1
43,1.07123,1,1,1
44,2.60727,1,1,1
45,1.33579,1,1,1
46,2.15043,1,1,1
47,1.76487,1,1,1
48,1.1638,1,1,1
49,1.4985,1,1,1
50,1.14895,1,1,1
51,3.00394,1,1,1
52,2.27155,1,1,1
53,2.73164,1,1,1
54,1.16668,1,1,1
55,1.89008,1,1,1
56,1.06765,1,1,1
57,2.98094,1,1,1
58,2.63193,1,1,1
59,2.41089,1,1,1
60,1.76884,1,1,1
61,1.26468,1,1,1
62,1.60499,1,1,1
63,1.71534,1,1,1
64,1.61115,1,1,1
65,1.06821,1,1,1
66,2.55353,1,1,1
67,1.86308,1,1,1
68,1.25827,1,1,1
69,2.72988,1,1,1
70,3.75575,1,1,1
71,5.11243,1,1,1
72,1.26082,1,1,1
73,2.70929,1,1,1
74,4.7225,1,1,1
75,2.69719,1,1,1
76,1.12493,1,1,1
77,1.02236,1,1,1
78,1.20431,1,1,1
79,2.62132,1,1,1
80,1.16933,1,1,1
81,1.15262,1,1,1
82,2.44068,1,1,1
83,1.08071,1,1,1
84,2.41305,1,1,1
85,2.26174,1,1,1
86,2.85899,1,1,1
87,1.74342,1,1,1
88,1.78886,1,1,1
89,1.42531,1,1,1
90,2.47391,1,1,1
91,1.94612,1,1,1
92,1.34359,1,1,1
93,2.09159,1,1,1
94,1.44582,1,1,1
95,1.12647,1,1,1
96,2.37446,1,1,1
97,1.01708,1,1,1
98,1.67498,1,1,1
99,1.26002,1,1,1
100,1.61623,1,1,1
101,1.17044,1,1,1
102,1.18824,1,1,1
103,1.44007,1,1,1
104,1.15397,1,1,1
105,2.53134,1,1,1
106,1.38955,1,1,1
107,1.97883,1,1,1
108,1.25833,1,1,1
109,2.85406,1,1,1
110,2.95511,1,1,1
111,15.0706,1,2.52325,0.396314
112,1.62372,1,1,1
113,4.44888,1,1,1
114,4.78784,1,1,1
115,1.06515,1,1,1
116,1.39035,1,1,1
117,3.30183,1,1,1
118,1.0612,1,1,1
119,6.91348,1,1,1
120,1.21961,1,1,1
121,1.3402,1,1,1
122,1.64972,1,1,1
123,1.74257,1,1,1
124,1.31977,1,1,1
125,1.02276,1,1,1
126,1.8477,1,1,1
127,1.05668,1,1,1
128,1.23415,1,1,1
129,1.93133,1,1,1
130,1.90658,1,1,1
131,2.42327,1,1,1
132,1.18361,1,1,1
133,1.37047,1,1,1
134,1.08066,1,1,1
135,2.51422,1,1,1
136,1.90818,1,1,1
137,2.88153,1,1,1
138,1.05583,1,1,1
139,3.65163,1,1,1
140,1.42614,1,1,1
141,1.12183,1,1,1
142,2.18221,1,1,1
143,1.26437,1,1,1
144,1.54469,1,1,1
145,1.1161,1,1,1
146,1.46045,1,1,1
147,3.97829,1,1,1
148,4.00609,1,1,1
149,1.67701,1,1,1
150,2.4644,1,1,1
151,1.37057,1,1,1
152,1.71602,1,1,1
153,1.95733,1,1,1
154,1.36079,1,1,1
155,2.6328,1,1,1
156,1.17641,1,1,1
157,1.09963,1,1,1
158,1.33277,1,1,1
159,1.07902,1,1,1
160,1.74778,1,1,1
161,1.26972,1,1,1
162,1.58986,1,1,1
163,7.60877,1,1,1
164,1.26829,1,1,1
165,1.75507,1,1,1
166,1.22556,1,1,1
167,2.12241,1,1,1
168,1.38048,1,1,1
169,1.18167,1,1,1
170,1.37515,1,1,1
171,1.39091,1,1,1
172,1.61352,1,1,1
173,2.3156,1,1,1
174,1.4137,1,1,1
175,3.86171,1,1,1
176,1.26209,1,1,1
177,2.76509,1,1,1
178,1.64331,1,1,1
179,3.67161,1,1,1
180,1.32183,1,1,1
181,1.3419,1,1,1
182,1.54836,1,1,1
183,1.01247,1,1,1
184,2.31728,1,1,1
185,3.50163,1,1,1
186,1.10497,1,1,1
187,1.67845,1,1,1
188,1.09647,1,1,1
189,1.45635,1,1,1
190,2.18308,1,1,1
191,1.33412,1,1,1
192,2.1258,1,1,1
193,1.53573,1,1,1
194,1.83059,1,1,1
195,1.13829,1,1,1
196,1.08893,1,1,1
197,1.10916,1,1,1
198,2.16544,1,1,1
199,2.2382,1,1,1
