event,pTHat,pythiaWeight,manualBias,manualWeight
0,3.59438,1,1,1
1,1.33013,1,1,1
2,2.09961,1,1,1
3,1.72007,1,1,1
4,1.02954,1,1,1
5,1.57982,1,1,1
6,1.19074,1,1,1
7,2.35531,1,1,1
8,3.68488,1,1,1
9,1.12603,1,1,1
10,2.48178,1,1,1
11,1.46957,1,1,1
12,1.54449,1,1,1
13,1.69968,1,1,1
14,20.0311,1,19.0604,0.0524647
15,1.61393,1,1,1
16,3.45838,1,1,1
17,1.28558,1,1,1
18,2.05289,1,1,1
19,1.65618,1,1,1
20,3.96239,1,1,1
21,7.95217,1,1,1
22,1.0902,1,1,1
23,2.75389,1,1,1
24,1.42175,1,1,1
25,1.4673,1,1,1
26,1.32726,1,1,1
27,5.41707,1,1,1
28,1.0232,1,1,1
29,1.91006,1,1,1
30,1.4707,1,1,1
31,154.164,1,1000,0.001
32,1.30322,1,1,1
33,1.18192,1,1,1
34,1.54205,1,1,1
35,3.81093,1,1,1
36,34.4977,1,556.167,0.00179802
37,1.00722,1,1,1
38,1.99157,1,1,1
39,1.30461,1,1,1
40,3.62718,1,1,1
41,1.6548,1,1,1
42,1.57421,1,1,1
43,1.77317,1,1,1
44,1.46176,1,1,1
45,1.5353,1,1,1
46,2.07855,1,1,1
47,1.22655,1,1,1
48,1.41919,1,1,1
49,3.57882,1,1,1
50,2.32786,1,1,1
51,1.45552,1,1,1
52,1.21735,1,1,1
53,1.0613,1,1,1
54,1.93589,1,1,1
55,1.64144,1,1,1
56,1.46785,1,1,1
57,4.71654,1,1,1
58,2.18632,1,1,1
59,1.00623,1,1,1
60,6.07271,1,1,1
61,1.49341,1,1,1
62,30.8896,1,466.206,0.00214497
63,2.63212,1,1,1
64,1.58798,1,1,1
65,2.74107,1,1,1
66,2.05338,1,1,1
67,1.03232,1,1,1
68,48.3645,1,1000,0.001
69,5.63123,1,1,1
70,1.73934,1,1,1
71,1.13064,1,1,1
72,2.01447,1,1,1
73,1.32208,1,1,1
74,2.03607,1,1,1
75,2.12463,1,1,1
76,2.01089,1,1,1
77,3.02401,1,1,1
78,1.12851,1,1,1
79,1.20318,1,1,1
80,1.41322,1,1,1
81,2.21227,1,1,1
82,61.4131,1,1000,0.001
83,1.94952,1,1,1
84,1.91713,1,1,1
85,1.87692,1,1,1
86,1.67567,1,1,1
87,33.2872,1,387.997,0.00257734
88,1.76514,1,1,1
89,2.20196,1,1,1
90,2.01126,1,1,1
91,1.97487,1,1,1
92,2.06541,1,1,1
93,1.87708,1,1,1
94,1.69305,1,1,1
95,2.06603,1,1,1
96,2.1058,1,1,1
97,2.02433,1,1,1
98,1.24826,1,1,1
99,1.01751,1,1,1
100,1.41832,1,1,1
101,2.13649,1,1,1
102,1.30139,1,1,1
103,1.21142,1,1,1
104,1.91907,1,1,1
105,1.50011,1,1,1
106,1.9353,1,1,1
107,1.40712,1,1,1
108,1.07342,1,1,1
109,2.15248,1,1,1
110,2.33661,1,1,1
111,2.85179,1,1,1
112,3.04092,1,1,1
113,1.02222,1,1,1
114,102.919,1,1000,0.001
115,1.55245,1,1,1
116,1.37446,1,1,1
117,2.34359,1,1,1
118,10.1269,1,1,1
119,1.70494,1,1,1
120,2.5431,1,1,1
121,3.97079,1,1,1
122,3.0463,1,1,1
123,3.88204,1,1,1
124,1.44698,1,1,1
125,1.98037,1,1,1
126,1.77217,1,1,1
127,1.05085,1,1,1
128,1.53496,1,1,1
129,2.28971,1,1,1
130,47.4759,1,1000,0.001
131,1.0449,1,1,1
132,6.05785,1,1,1
133,1.78639,1,1,1
134,1.32293,1,1,1
135,1.01863,1,1,1
136,1.53792,1,1,1
137,1.64616,1,1,1
138,1.05911,1,1,1
139,1.43175,1,1,1
140,1.16747,1,1,1
141,2.88623,1,1,1
142,1.1868,1,1,1
143,1.47381,1,1,1
144,1.28176,1,1,1
145,33.6121,1,789.825,0.0012661
146,2.38448,1,1,1
147,1.98101,1,1,1
148,1.30607,1,1,1
149,1.47129,1,1,1
150,1.58188,1,1,1
151,5.98372,1,1,1
152,1.22762,1,1,1
153,1.4049,1,1,1
154,1.94692,1,1,1
155,1.28941,1,1,1
156,3.69003,1,1,1
157,1.56312,1,1,1
158,2.3875,1,1,1
159,1.94721,1,1,1
160,1.09338,1,1,1
161,2.28012,1,1,1
162,2.20604,1,1,1
163,1.00098,1,1,1
164,1.33956,1,1,1
165,1.77382,1,1,1
166,2.47247,1,1,1
167,4.92958,1,1,1
168,1.56312,1,1,1
169,1.29428,1,1,1
170,1.29668,1,1,1
171,1.15578,1,1,1
172,31.8165,1,173.074,0.00577788
173,1.40728,1,1,1
174,30.1592,1,134.334,0.00744412
175,1.4386,1,1,1
176,4.59396,1,1,1
177,1.09215,1,1,1
178,3.0722,1,1,1
179,1.43281,1,1,1
180,1.29874,1,1,1
181,1.18746,1,1,1
182,1.19819,1,1,1
183,1.12896,1,1,1
184,1.36871,1.01339,1,1.01339
185,1.57794,1,1,1
186,2.04231,1,1,1
187,2.64411,1,1,1
188,4.34798,1,1,1
189,2.28482,1,1,1
190,1.3528,1,1,1
191,2.81206,1,1,1
192,1.20913,1,1,1
193,1.0631,1,1,1
194,7.22192,1,1,1
195,4.06124,1,1,1
196,1.95347,1,1,1
197,1.60724,1,1,1
198,1.27184,1,1,1
199,3.60548,1,1,1
