event,pTHat,pythiaWeight,manualBias,manualWeight
0,1.21618,1,2.2786,0.438865
1,4.9667,1,9.90016,0.101008
2,1.22974,1,2.29638,0.435467
3,1.03533,1,2.05454,0.486728
4,1.00973,1,2.03247,0.492012
5,2.33815,1,4.00804,0.249499
6,8.88254,1,21.8528,0.0457606
7,1.6646,1,2.9072,0.343974
8,3.37025,1,6.03991,0.165565
9,1.49697,1,2.67251,0.37418
10,1.69226,1,2.94873,0.339129
11,1.27824,1,2.36055,0.423631
12,1.11004,1,2.14388,0.466444
13,1.36245,1,2.47434,0.404149
14,1.77414,1,3.08885,0.323745
15,1.49575,1,2.66139,0.375743
16,7.27025,1,16.6218,0.060162
17,5.65387,1,11.7959,0.0847749
18,2.2897,1,3.92271,0.254926
19,1.66674,1,2.91039,0.343597
20,1.89312,1,3.25988,0.30676
21,1.07044,1,2.09642,0.477005
22,2.39926,1,4.11699,0.242896
23,2.08054,1,3.56516,0.280492
24,2.82633,1,4.91911,0.203289
25,1.45325,1,2.60039,0.384558
26,1.08485,1,2.11912,0.471893
27,1.01354,1,2.02256,0.494422
28,2.61159,1,4.50697,0.221879
29,1.31985,1,2.41639,0.41384
30,3.04531,1,5.35732,0.186661
31,1.11513,1,2.14866,0.465406
32,1.58272,1,2.78777,0.358709
33,4.57197,1,8.8737,0.112693
34,2.54076,1,4.37493,0.228575
35,2.99948,1,5.26412,0.189965
36,2.80273,1,4.87295,0.205214
37,1.54386,1,2.72964,0.366349
38,1.08232,1,2.10741,0.474517
39,4.53463,1,8.78019,0.113893
40,4.62505,1,9.00918,0.110998
41,4.69336,1,9.18471,0.108877
42,1.54381,1,2.72955,0.36636
43,5.08097,1,10.2053,0.0979886
44,1.0331,1,2.04636,0.488672
45,3.64831,1,6.65362,0.150294
46,2.18202,1,3.73703,0.267592
47,2.06427,1,3.53821,0.282629
48,1.33196,1,2.43279,0.411051
49,19.3008,1,57.3052,0.0174504
50,1.44193,1,2.5849,0.386862
51,2.1485,1,3.70079,0.270212
52,2.08998,1,3.58093,0.279257
53,2.49154,1,4.29812,0.23266
54,3.56995,1,6.48961,0.154092
55,1.19872,1,2.27235,0.440074
56,1.25999,1,2.33628,0.428031
57,1.14575,1,2.19478,0.455626
58,1.04726,1,2.06382,0.484538
59,2.3661,1,4.07605,0.245335
60,4.18323,1,7.90684,0.126473
61,3.20386,1,5.68563,0.175882
62,1.2726,1,2.36236,0.423305
63,6.78184,1,15.1087,0.0661869
64,1.10773,1,2.13932,0.467439
65,1.82323,1,3.15657,0.316799
66,2.6895,1,4.65446,0.214848
67,1.34067,1,2.44462,0.409062
68,2.70727,1,4.68842,0.213291
69,3.24973,1,5.7827,0.17293
70,3.54643,1,6.4527,0.154974
71,1.76039,1,3.05846,0.326962
72,2.45231,1,4.22223,0.236842
73,2.37607,1,4.09437,0.244238
74,1.62901,1,2.85422,0.350359
75,2.40745,1,4.13171,0.242031
76,2.1112,1,3.61648,0.276512
77,1.89939,1,3.26997,0.305814
78,1.03158,1,2.04449,0.489119
79,6.22581,1,13.444,0.0743827
80,2.69119,1,4.67303,0.213994
81,3.4943,1,6.34217,0.157675
82,1.15999,1,2.20581,0.453348
83,2.73313,1,4.73807,0.211056
84,6.11835,1,13.1219,0.0762082
85,1.5913,1,2.809,0.355998
86,1.1155,1,2.15194,0.464696
87,3.65251,1,6.6631,0.15008
88,4.12224,1,7.75932,0.128877
89,3.39395,1,6.12369,0.1633
90,2.62084,1,4.52435,0.221026
91,2.4631,1,4.23239,0.236273
92,1.40135,1,2.52792,0.395583
93,1.00344,1,2.01764,0.495628
94,9.6587,1,24.4661,0.0408728
95,1.19453,1,2.25608,0.443247
96,2.40808,1,4.14695,0.241141
97,1.42347,1,2.55867,0.390828
98,3.65449,1,6.6677,0.149977
99,1.18857,1,2.24267,0.445897
100,2.40795,1,4.15275,0.240804
101,1.86995,1,3.22314,0.310257
102,1.75046,1,3.03716,0.329255
103,1.79418,1,3.10452,0.322111
104,5.86723,1,12.3932,0.0806897
105,3.1374,1,5.54689,0.180281
106,1.00431,1,2.01257,0.496876
107,2.01208,1,3.45198,0.289689
108,2.3444,1,4.01912,0.248811
109,2.24279,1,3.841,0.260349
110,2.03644,1,3.49205,0.286365
111,1.49594,1,2.66084,0.375821
112,4.53493,1,8.77964,0.1139
113,2.51279,1,4.32331,0.231304
114,1.05183,1,2.07838,0.481144
115,2.47374,1,4.25294,0.235131
116,1.95824,1,3.36432,0.297237
117,3.17747,1,5.63035,0.177609
118,3.43648,1,6.18739,0.161619
119,1.65425,1,2.89347,0.345606
120,1.11769,1,2.15249,0.464579
121,1.7449,1,3.02866,0.330179
122,2.13173,1,3.65105,0.273894
123,0.998128,1,2.00723,0.498198
124,3.63177,1,6.61639,0.15114
125,1.0272,1,2.03912,0.490407
126,1.89712,1,3.26624,0.306163
127,1.87174,1,3.22597,0.309985
128,1.01597,1,2.04077,0.490011
129,3.52268,1,6.38045,0.156729
130,1.21709,1,2.28059,0.438484
131,2.59685,1,4.47933,0.223248
132,1.33473,1,2.43656,0.410415
133,3.29453,1,5.87747,0.170141
134,1.90053,1,3.27167,0.305654
135,2.32998,1,3.9936,0.2504
136,3.53887,1,6.40891,0.156033
137,1.23881,1,2.3083,0.433219
138,1.55916,1,2.7518,0.363399
139,2.78905,1,4.84629,0.206343
140,1.36715,1,2.48078,0.403099
141,1.04915,1,2.06645,0.483922
142,15.676,1,45.2659,0.0220917
143,8.01717,1,19.0164,0.0525861
144,1.35193,1,2.45996,0.406511
145,2.12523,1,3.65259,0.273779
146,2.03385,1,3.48777,0.286716
147,5.32549,1,10.8695,0.0920004
148,1.40068,1,2.52699,0.395727
149,2.94738,1,5.15913,0.193831
150,5.51915,1,11.4149,0.0876048
151,5.47657,1,11.2874,0.0885941
152,2.04612,1,3.50802,0.285061
153,1.14227,1,2.18315,0.458054
154,4.41933,1,8.48865,0.117804
155,1.18799,1,2.24192,0.446047
156,1.37953,1,2.49913,0.400139
157,1.46159,1,2.61214,0.382827
158,2.27339,1,3.8942,0.256792
159,1.16919,1,2.21764,0.450929
160,1.46187,1,2.61253,0.382771
161,1.65168,1,2.8879,0.346272
162,1.70141,1,2.9633,0.337461
163,2.55866,1,4.4081,0.226855
164,3.29737,1,5.88353,0.169966
165,1.0591,1,2.07877,0.481055
166,5.0852,1,10.2166,0.0978796
167,1.75032,1,3.03695,0.329278
168,1.48395,1,2.64379,0.378244
169,1.16115,1,2.20731,0.45304
170,3.0499,1,5.3667,0.186334
171,1.21778,1,2.2807,0.438462
172,9.35308,1,23.4315,0.0426776
173,1.27691,1,2.35932,0.423851
174,1.17705,1,2.22796,0.44884
175,3.35582,1,6.00881,0.166422
176,1.06712,1,2.08845,0.478824
177,1.49447,1,2.66581,0.375121
178,8.17462,1,19.5174,0.0512363
179,1.12115,1,2.15629,0.463759
180,3.46826,1,6.25319,0.159918
181,2.13106,1,3.64991,0.27398
182,2.46226,1,4.23086,0.236358
183,4.98805,1,9.96151,0.100386
184,2.04541,1,3.50685,0.285156
185,1.73819,1,3.0258,0.330491
186,1.65199,1,2.88837,0.346217
187,5.3036,1,10.8099,0.0925077
188,1.25724,1,2.34077,0.427211
189,2.1643,1,3.74063,0.267334
190,1.02415,1,2.03537,0.49131
191,1.97634,1,3.39366,0.294667
192,1.24969,1,2.32779,0.429591
193,4.30517,1,8.20521,0.121874
194,1.66714,1,2.91099,0.343526
195,4.56664,1,8.8603,0.112863
196,9.05982,1,22.4454,0.0445525
197,2.10613,1,3.60797,0.277164
198,1.08363,1,2.12319,0.470989
199,2.90959,1,5.0836,0.196711
