event,pTHat,pythiaWeight,manualBias,manualWeight
0,1.80804,1,1,1
1,1.99114,1,1,1
2,1.84665,1,1,1
3,1.28129,1,1,1
4,2.55804,1,1,1
5,1.78939,1,1,1
6,1.44258,1,1,1
7,1.1286,1,1,1
8,1.19626,1,1,1
9,1.21795,1,1,1
10,5.47103,1,1,1
11,1.28912,1,1,1
12,1.93717,1,1,1
13,1.51265,1,1,1
14,1.21693,1,1,1
15,2.7164,1,1,1
16,1.82384,1,1,1
17,1.74905,1,1,1
18,1.52987,1,1,1
19,3.38316,1,1,1
20,5.26843,1,1,1
21,1.37743,1,1,1
22,1.56129,1,1,1
23,1.44962,1,1,1
24,2.27195,1,1,1
25,1.03847,1,1,1
26,1.5146,1,1,1
27,1.52545,1,1,1
28,1.00187,1,1,1
29,1.0321,1,1,1
30,1.29558,1,1,1
31,1.46273,1,1,1
32,3.12148,1,1,1
33,2.65176,1,1,1
34,1.27285,1,1,1
35,1.92559,1,1,1
36,2.68462,1,1,1
37,1.93404,1,1,1
38,1.66355,1,1,1
39,1.15786,1,1,1
40,1.98915,1,1,1
41,1.56126,1,1,1
42,1.59852,1,1,1
43,1.74198,1,1,1
44,3.31194,1,1,1
45,1.43404,1,1,1
46,1.37753,1,1,1
47,1.34121,1,1,1
48,1.72832,1,1,1
49,1.82852,1,1,1
50,2.6656,1,1,1
51,1.24261,1,1,1
52,2.36349,1,1,1
53,2.39682,1,1,1
54,1.51325,1,1,1
55,1.6636,1,1,1
56,1.14908,1,1,1
57,1.18266,1,1,1
58,5.79148,1,1,1
59,1.07973,1,1,1
60,1.57159,1,1,1
61,1.12073,1,1,1
62,1.58201,1,1,1
63,1.07163,1,1,1
64,2.10373,1,1,1
65,1.22888,1,1,1
66,1.72647,1,1,1
67,3.04461,1,1,1
68,1.72921,1,1,1
69,5.12147,1,1,1
70,1.99683,1,1,1
71,3.44808,1,1,1
72,2.48501,1,1,1
73,3.07552,1,1,1
74,1.21852,1,1,1
75,1.03924,1.05524,1,1.05524
76,1.61503,1,1,1
77,1.10529,1,1,1
78,2.58526,1,1,1
79,1.91122,1,1,1
80,1.31424,1,1,1
81,10.2721,1,1,1
82,1.29969,1,1,1
83,4.79804,1,1,1
84,1.42138,1,1,1
85,1.07062,1,1,1
86,2.80999,1,1,1
87,2.81383,1,1,1
88,1.01235,1,1,1
89,1.63974,1,1,1
90,1.43664,1,1,1
91,1.14912,1,1,1
92,2.22415,1,1,1
93,1.0343,1,1,1
94,1.28195,1,1,1
95,2.24408,1,1,1
96,2.15209,1,1,1
97,1.38986,1,1,1
98,2.66509,1,1,1
99,2.24398,1,1,1
100,1.24913,1,1,1
101,1.42154,1,1,1
102,1.85548,1,1,1
103,1.1946,1,1,1
104,1.76782,1,1,1
105,2.33985,1,1,1
106,1.26759,1,1,1
107,1.87516,1,1,1
108,1.16967,1,1,1
109,1.11794,1,1,1
110,1.96698,1,1,1
111,3.26841,1,1,1
112,1.33741,1,1,1
113,3.09385,1,1,1
114,2.24638,1,1,1
115,2.4406,1,1,1
116,1.60062,1,1,1
117,1.00523,1,1,1
118,1.1398,1,1,1
119,1.01111,1,1,1
120,1.18123,1,1,1
121,1.53914,1,1,1
122,1.62379,1,1,1
123,1.02531,1,1,1
124,2.6448,1,1,1
125,2.06855,1,1,1
126,1.39288,1,1,1
127,1.10896,1,1,1
128,1.81439,1,1,1
129,1.19374,1,1,1
130,2.67191,1,1,1
131,2.07968,1,1,1
132,1.5114,1,1,1
133,1.16131,1,1,1
134,1.03627,1,1,1
135,1.27587,1,1,1
136,1.31371,1,1,1
137,9.88421,1,1,1
138,1.01653,1,1,1
139,1.35765,1,1,1
140,1.69924,1,1,1
141,1.55085,1,1,1
142,1.10543,1,1,1
143,1.28184,1,1,1
144,4.13476,1,1,1
145,1.54934,1,1,1
146,1.73158,1,1,1
147,3.4923,1,1,1
148,1.30257,1,1,1
149,1.16343,1,1,1
150,2.57117,1,1,1
151,1.30234,1,1,1
152,1.00434,1,1,1
153,1.82971,1,1,1
154,2.99495,1,1,1
155,3.97009,1,1,1
156,2.26821,1,1,1
157,1.36329,1,1,1
158,3.377,1,1,1
159,1.39847,1,1,1
160,1.00711,1,1,1
161,1.70474,1,1,1
162,4.82154,1,1,1
163,1.03798,1.0159,1,1.0159
164,1.56536,1,1,1
165,1.38127,1,1,1
166,3.99951,1,1,1
167,1.10308,1,1,1
168,13.0595,1,1.31032,0.76317
169,1.47024,1,1,1
170,1.14106,1,1,1
171,1.96724,1,1,1
172,2.47693,1,1,1
173,1.59405,1,1,1
174,1.32003,1,1,1
175,3.51921,1,1,1
176,1.72491,1,1,1
177,1.23123,1,1,1
178,2.13745,1,1,1
179,1.28063,1,1,1
180,1.60529,1,1,1
181,1.45812,1,1,1
182,1.04071,1,1,1
183,1.60569,1,1,1
184,2.47777,1,1,1
185,4.34627,1,1,1
186,1.86065,1,1,1
187,2.33671,1,1,1
188,1.05454,1,1,1
189,1.07668,1,1,1
190,3.18959,1,1,1
191,1.52186,1,1,1
192,1.35213,1,1,1
193,1.19101,1,1,1
194,2.97763,1,1,1
195,1.20047,1,1,1
196,5.49593,1,1,1
197,1.05914,1,1,1
198,1.15115,1,1,1
199,2.76231,1,1,1
