event,pTHat,pythiaWeight,manualBias,manualWeight
0,1.64661,1,1,1
1,1.09009,1,1,1
2,1.0846,1,1,1
3,2.07987,1,1,1
4,1.53716,1,1,1
5,2.54976,1,1,1
6,1.97433,1,1,1
7,2.75125,1,1,1
8,1.04523,1,1,1
9,1.91382,1,1,1
10,1.95557,1,1,1
11,4.19758,1,1,1
12,1.88581,1,1,1
13,1.27196,1,1,1
14,2.31489,1,1,1
15,4.30114,1,1,1
16,1.44766,1,1,1
17,1.75873,1,1,1
18,1.09951,1,1,1
19,1.21147,1,1,1
20,6.09566,1,1,1
21,1.37378,1,1,1
22,3.08194,1,1,1
23,2.33785,1,1,1
24,1.54613,1,1,1
25,1.60775,1,1,1
26,1.20246,1,1,1
27,1.04635,1,1,1
28,1.60432,1,1,1
29,1.26955,1,1,1
30,2.50431,1,1,1
31,1.01054,1.19728,1,1.19728
32,1.58794,1,1,1
33,3.0268,1,1,1
34,1.37678,1,1,1
35,2.55394,1,1,1
36,1.03559,1,1,1
37,1.70639,1,1,1
38,2.80049,1,1,1
39,1.12145,1,1,1
40,1.58412,1,1,1
41,1.27322,1,1,1
42,1.93971,1,1,1
43,2.74848,1,1,1
44,1.39751,1,1,1
45,1.60082,1,1,1
46,1.38422,1,1,1
47,2.85687,1,1,1
48,1.2885,1,1,1
49,1.16642,1,1,1
50,1.08775,1,1,1
51,2.27805,1,1,1
52,1.15446,1,1,1
53,5.16351,1,1,1
54,1.0954,1,1,1
55,2.1014,1,1,1
56,1.96735,1,1,1
57,2.09554,1,1,1
58,1.5919,1,1,1
59,1.194,1,1,1
60,1.03692,1,1,1
61,2.36186,1,1,1
62,2.00471,1,1,1
63,3.01758,1,1,1
64,2.26647,1,1,1
65,1.70002,1,1,1
66,2.09156,1,1,1
67,1.65356,1,1,1
68,2.69527,1,1,1
69,1.48994,1,1,1
70,2.93902,1,1,1
71,1.56007,1,1,1
72,1.23376,1,1,1
73,2.24022,1,1,1
74,1.865,1,1,1
75,3.82152,1,1,1
76,1.42474,1,1,1
77,3.69737,1,1,1
78,3.34292,1,1,1
79,1.21546,1,1,1
80,2.93539,1,1,1
81,1.00055,1,1,1
82,3.4788,1,1,1
83,1.07297,1,1,1
84,1.41102,1,1,1
85,1.03133,1,1,1
86,2.74783,1,1,1
87,3.20862,1,1,1
88,1.01243,1,1,1
89,2.82472,1,1,1
90,1.14402,1,1,1
91,1.22941,1,1,1
92,2.67387,1,1,1
93,1.01419,1,1,1
94,1.04177,1,1,1
95,2.00873,1,1,1
96,2.00167,1,1,1
97,1.20724,1,1,1
98,1.18273,1,1,1
99,1.51085,1,1,1
100,1.54472,1,1,1
101,1.96923,1,1,1
102,1.61025,1,1,1
103,2.41094,1,1,1
104,9.51232,1,1,1
105,3.37304,1,1,1
106,1.96169,1,1,1
107,2.81198,1,1,1
108,1.24638,1,1,1
109,2.34917,1,1,1
110,1.20484,1,1,1
111,1.51418,1,1,1
112,1.03834,1,1,1
113,4.01583,1,1,1
114,1.89326,1,1,1
115,1.16148,1,1,1
116,2.45292,1,1,1
117,1.07681,1,1,1
118,1.44088,1,1,1
119,1.26628,1,1,1
120,1.07737,1,1,1
121,1.20365,1,1,1
122,1.22016,1,1,1
123,1.02932,1,1,1
124,1.4858,1,1,1
125,1.60288,1,1,1
126,2.21489,1,1,1
127,1.32224,1,1,1
128,1.2633,1,1,1
129,1.532,1,1,1
130,1.63993,1,1,1
131,3.15513,1,1,1
132,2.00634,1,1,1
133,1.12146,1,1,1
134,4.52432,1,1,1
135,1.00331,1,1,1
136,1.48363,1,1,1
137,3.0459,1,1,1
138,1.58137,1,1,1
139,1.05628,1,1,1
140,28.3303,1,8.96694,0.111521
141,1.73869,1,1,1
142,0.998973,1,1,1
143,1.30555,1,1,1
144,1.2497,1,1,1
145,1.97819,1,1,1
146,2.28998,1,1,1
147,1.60598,1,1,1
148,1.75098,1,1,1
149,1.01729,1,1,1
150,1.97899,1,1,1
151,2.20646,1,1,1
152,1.02197,1,1,1
153,1.49671,1,1,1
154,1.68606,1,1,1
155,1.66432,1,1,1
156,2.10954,1,1,1
157,1.32224,1,1,1
158,2.45833,1,1,1
159,1.04906,1,1,1
160,2.32647,1,1,1
161,1.48455,1,1,1
162,1.65394,1,1,1
163,1.47243,1,1,1
164,1.52021,1,1,1
165,1.32397,1,1,1
166,1.70392,1,1,1
167,1.09123,1,1,1
168,1.27505,1,1,1
169,1.32425,1,1,1
170,6.18986,1,1,1
171,1.12379,1,1,1
172,1.17584,1,1,1
173,7.69935,1,1,1
174,1.28017,1,1,1
175,1.02029,1,1,1
176,1.08944,1,1,1
177,1.24397,1,1,1
178,1.96768,1,1,1
179,1.12114,1,1,1
180,7.27851,1,1,1
181,1.35123,1,1,1
182,1.73711,1,1,1
183,1.09379,1,1,1
184,1.01066,1,1,1
185,1.02679,1,1,1
186,1.08911,1,1,1
187,1.8391,1,1,1
188,2.86224,1,1,1
189,1.07816,1,1,1
190,1.80472,1,1,1
191,1.50354,1,1,1
192,1.68113,1,1,1
193,1.26677,1,1,1
194,1.08623,1,1,1
195,1.17214,1,1,1
196,1.24192,1,1,1
197,1.81077,1,1,1
198,1.44046,1,1,1
199,1.04653,1,1,1
